,date,open,close,high,low,volume,code
1071,2006-04-17,-143.662,-143.662,-143.662,-143.662,238.1,sh600519
1072,2006-04-18,-141.364,-141.364,-141.364,-141.364,324.44,sh600519
1073,2006-04-19,-138.835,-138.835,-138.835,-139.107,43967.51,sh600519
1074,2006-04-20,-136.457,-138.453,-136.457,-139.788,55615.01,sh600519
1075,2006-04-21,-138.54,-136.809,-136.283,-138.795,31886.09,sh600519
1076,2006-04-24,-136.618,-136.742,-135.85,-137.356,36248.98,sh600519
1077,2006-04-25,-136.786,-135.977,-135.377,-137.252,39704.65,sh600519
1078,2006-05-25,-131.341,-135.405,-129.838,-136.525,198116.97,sh600519
1079,2006-05-26,-135.481,-135.105,-135.082,-136.841,91801.96,sh600519
1080,2006-05-29,-135.097,-132.1,-132.1,-135.097,80683.62,sh600519
1081,2006-05-30,-129.763,-128.794,-128.794,-130.883,138758.54,sh600519
1082,2006-05-31,-128.749,-129.072,-126.157,-129.928,151731.03,sh600519
1083,2006-06-01,-129.072,-127.96,-127.509,-129.853,90331.67,sh600519
1084,2006-06-02,-127.96,-129.756,-127.96,-130.139,73104.73,sh600519
1085,2006-06-05,-130.139,-131.439,-130.139,-132.242,68747.56,sh600519
1086,2006-06-06,-131.919,-132.806,-131.919,-132.844,56641.97,sh600519
1087,2006-06-07,-133.167,-133.572,-132.1,-133.82,71001.13,sh600519
1088,2006-06-08,-133.723,-133.054,-132.776,-134.339,58454.35,sh600519
1089,2006-06-09,-133.054,-133.144,-132.693,-133.97,58410.82,sh600519
1090,2006-06-12,-133.595,-131.281,-131.198,-133.97,71344.49,sh600519
1091,2006-06-13,-131.281,-130.635,-129.711,-131.281,74829.48,sh600519
1092,2006-06-14,-130.965,-129.989,-129.688,-132.468,62233.84,sh600519
1093,2006-06-15,-129.996,-130.289,-128.937,-130.665,51311.47,sh600519
1094,2006-06-16,-130.297,-130.034,-129.613,-130.439,40080.29,sh600519
1095,2006-06-19,-130.214,-128.689,-127.9,-130.815,76305.89,sh600519
1096,2006-06-20,-128.974,-128.824,-128.441,-129.305,37608.92,sh600519
1097,2006-06-21,-128.824,-129.59,-128.711,-130.026,36323.94,sh600519
1098,2006-06-22,-129.838,-130.011,-129.478,-130.064,23653.79,sh600519
1099,2006-06-23,-130.214,-130.079,-129.613,-130.364,27924.08,sh600519
1100,2006-06-26,-130.064,-129.297,-128.824,-130.064,47869.59,sh600519
1101,2006-06-27,-129.185,-128.366,-127.885,-129.222,51466.17,sh600519
1102,2006-06-28,-128.441,-129.2,-128.441,-129.387,26800.57,sh600519
1103,2006-06-29,-129.162,-129.012,-128.719,-129.387,37191.05,sh600519
1104,2006-06-30,-128.899,-129.508,-128.523,-129.989,39032.78,sh600519
1105,2006-07-03,-129.523,-129.989,-129.523,-130.304,48287.74,sh600519
1106,2006-07-04,-130.214,-129.838,-129.801,-130.853,52506.66,sh600519
1107,2006-07-05,-129.688,-130.176,-129.688,-130.439,15572.63,sh600519
1108,2006-07-06,-130.214,-130.079,-129.763,-130.514,22055.6,sh600519
1109,2006-07-07,-130.049,-130.597,-129.846,-130.657,28023.63,sh600519
1110,2006-07-10,-130.68,-131.318,-130.68,-131.454,27697.75,sh600519
1111,2006-07-11,-131.341,-131.529,-130.995,-131.641,27214.09,sh600519
1112,2006-07-12,-131.566,-132.1,-131.529,-132.43,33125.13,sh600519
1113,2006-07-13,-132.28,-131.589,-131.04,-132.633,39424.2,sh600519
1114,2006-07-14,-131.942,-131.664,-131.529,-132.378,18343.74,sh600519
1115,2006-07-17,-131.867,-131.446,-130.928,-132.205,25684.18,sh600519
1116,2006-07-18,-131.476,-131.852,-131.446,-132.07,15392.32,sh600519
1117,2006-07-19,-131.942,-132.49,-131.792,-132.919,31326.98,sh600519
1118,2006-07-20,-132.52,-131.874,-131.799,-132.934,19372.01,sh600519
1119,2006-07-21,-131.904,-131.769,-131.717,-132.085,10759.71,sh600519
1120,2006-07-24,-132.017,-130.432,-129.936,-132.242,40525.41,sh600519
1121,2006-07-25,-130.432,-129.973,-129.838,-130.815,32542.13,sh600519
1122,2006-07-26,-129.973,-130.214,-129.838,-130.702,17404.3,sh600519
1123,2006-07-27,-130.289,-130.454,-129.996,-130.74,24515.14,sh600519
1124,2006-07-28,-130.59,-130.965,-130.522,-131.153,22886.46,sh600519
1125,2006-07-31,-131.055,-132.092,-131.04,-132.092,15948.07,sh600519
1126,2006-08-01,-132.092,-131.536,-131.341,-132.167,13168.38,sh600519
1127,2006-08-02,-131.566,-132.032,-131.341,-132.182,8860.22,sh600519
1128,2006-08-03,-132.017,-132.859,-131.679,-133.069,16655.48,sh600519
1129,2006-08-04,-132.844,-133.076,-132.558,-133.595,14793.41,sh600519
1130,2006-08-07,-133.407,-133.324,-132.55,-134.286,14142.35,sh600519
1131,2006-08-08,-133.595,-132.686,-132.663,-133.595,7771.76,sh600519
1132,2006-08-09,-132.656,-132.205,-131.867,-132.844,10288.41,sh600519
1133,2006-08-10,-132.205,-132.085,-131.807,-132.205,13105.61,sh600519
1134,2006-08-11,-132.032,-132.032,-131.717,-132.055,7247.13,sh600519
1135,2006-08-14,-132.032,-132.235,-131.882,-132.693,11173.66,sh600519
1136,2006-08-15,-132.43,-132.002,-131.957,-132.468,6398.25,sh600519
1137,2006-08-16,-132.017,-131.348,-131.273,-132.092,8998.88,sh600519
1138,2006-08-17,-131.273,-131.904,-131.273,-132.55,10929.65,sh600519
1139,2006-08-18,-132.167,-131.995,-131.747,-132.423,3381.23,sh600519
1140,2006-08-21,-132.859,-131.964,-131.942,-132.956,7293.21,sh600519
1141,2006-08-22,-132.092,-131.198,-131.078,-132.092,11108.75,sh600519
1142,2006-08-23,-132.242,-131.777,-131.574,-132.242,21056.23,sh600519
1143,2006-08-24,-132.092,-132.01,-131.792,-132.182,12574.07,sh600519
1144,2006-08-25,-132.01,-132.062,-131.649,-132.242,7474.87,sh600519
1145,2006-08-28,-132.16,-132.205,-131.949,-132.543,25572.59,sh600519
1146,2006-08-29,-132.115,-130.845,-130.432,-132.122,37854.4,sh600519
1147,2006-08-30,-131.153,-131.356,-130.74,-131.491,9692.92,sh600519
1148,2006-08-31,-131.341,-131.168,-130.988,-131.491,12358.48,sh600519
1149,2006-09-01,-131.078,-131.288,-131.063,-131.431,10873.94,sh600519
1150,2006-09-04,-131.506,-131.243,-131.138,-131.506,5903.76,sh600519
1151,2006-09-05,-131.333,-131.386,-131.168,-131.476,12354.76,sh600519
1152,2006-09-06,-131.416,-131.251,-131.003,-131.491,11380.69,sh600519
1153,2006-09-07,-131.356,-131.348,-131.228,-131.799,10518.62,sh600519
1154,2006-09-08,-131.717,-131.747,-131.416,-131.972,5890.62,sh600519
1155,2006-09-11,-131.942,-131.995,-131.784,-132.175,8302.99,sh600519
1156,2006-09-12,-131.995,-132.242,-131.995,-132.318,19393.05,sh600519
1157,2006-09-13,-132.227,-132.182,-131.897,-132.227,18421.46,sh600519
1158,2006-09-14,-132.092,-130.514,-130.484,-132.693,63366.87,sh600519
1159,2006-09-15,-130.514,-130.71,-130.004,-131.266,29243.97,sh600519
1160,2006-09-18,-130.68,-130.717,-130.514,-131.131,34084.76,sh600519
1161,2006-09-19,-130.845,-130.282,-130.034,-131.003,29992.52,sh600519
1162,2006-09-20,-130.372,-129.846,-129.598,-130.529,22442.46,sh600519
1163,2006-09-21,-129.838,-129.989,-129.726,-129.989,16312.83,sh600519
1164,2006-09-22,-130.019,-129.981,-129.838,-130.514,12425.97,sh600519
1165,2006-09-25,-130.327,-130.049,-129.726,-130.327,10475.25,sh600519
1166,2006-09-26,-130.086,-130.605,-130.079,-130.62,11789.72,sh600519
1167,2006-09-27,-130.672,-130.499,-130.327,-130.845,8052.18,sh600519
1168,2006-09-28,-130.59,-129.981,-129.876,-130.8,16779.2,sh600519
1169,2006-09-29,-129.989,-129.515,-129.177,-130.214,22756.22,sh600519
1170,2006-10-09,-129.079,-126.931,-126.608,-129.079,37970.12,sh600519
1171,2006-10-10,-126.457,-127.036,-125.706,-127.209,24124.48,sh600519
1172,2006-10-11,-127.081,-127.78,-126.833,-127.96,12117.97,sh600519
1173,2006-10-12,-127.78,-127.862,-127.389,-128.276,14286.89,sh600519
1174,2006-10-13,-127.862,-128.328,-127.735,-128.553,14898.03,sh600519
1175,2006-10-16,-128.336,-129.538,-128.336,-129.989,38076.75,sh600519
1176,2006-10-17,-129.538,-128.982,-128.786,-129.951,15370.44,sh600519
1177,2006-10-18,-129.087,-127.727,-127.427,-129.463,23878.83,sh600519
1178,2006-10-19,-127.847,-127.584,-127.209,-128.321,16611.15,sh600519
1179,2006-10-20,-127.614,-127.885,-127.472,-127.907,12095.4,sh600519
1180,2006-10-23,-128.185,-126.833,-126.57,-128.185,38998.75,sh600519
1181,2006-10-24,-126.795,-125.961,-125.646,-126.983,26709.12,sh600519
1182,2006-10-25,-125.556,-123.692,-123.167,-125.931,47476.08,sh600519
1183,2006-10-26,-123.828,-123.828,-123.557,-124.579,20428.5,sh600519
1184,2006-10-27,-123.835,-124.564,-123.835,-124.654,14791.45,sh600519
1185,2006-10-30,-124.579,-124.549,-124.316,-125.105,12369.43,sh600519
1186,2006-10-31,-124.549,-124.587,-123.602,-125.022,11266.83,sh600519
1187,2006-11-01,-124.88,-125.18,-124.579,-125.345,12762.04,sh600519
1188,2006-11-02,-125.248,-124.001,-123.986,-125.811,23319.0,sh600519
1189,2006-11-03,-123.835,-124.001,-123.46,-124.804,13876.4,sh600519
1190,2006-11-06,-124.541,-123.009,-122.175,-124.579,26740.04,sh600519
1191,2006-11-07,-123.001,-123.227,-122.4,-123.452,21326.45,sh600519
1192,2006-11-08,-123.452,-122.468,-121.949,-123.828,25348.3,sh600519
1193,2006-11-09,-122.663,-122.197,-122.175,-122.986,15962.43,sh600519
1194,2006-11-10,-122.363,-121.874,-120.898,-122.626,33153.29,sh600519
1195,2006-11-13,-121.949,-122.393,-121.949,-123.152,28315.49,sh600519
1196,2006-11-14,-122.588,-120.146,-119.958,-122.588,31306.77,sh600519
1197,2006-11-15,-119.711,-118.689,-117.817,-120.372,34033.76,sh600519
1198,2006-11-16,-118.666,-116.555,-114.827,-118.681,48628.57,sh600519
1199,2006-11-17,-116.33,-116.645,-115.939,-117.817,38341.46,sh600519
1200,2006-11-20,-117.419,-116.615,-115.714,-117.419,27060.49,sh600519
1201,2006-11-21,-116.57,-117.72,-116.525,-118.569,30241.21,sh600519
1202,2006-11-22,-117.742,-117.487,-116.923,-118.674,28900.47,sh600519
1203,2006-11-23,-117.81,-117.472,-116.69,-117.81,12547.85,sh600519
1204,2006-11-24,-117.509,-117.141,-116.848,-118.268,23495.89,sh600519
1205,2006-11-27,-117.141,-116.84,-115.819,-117.224,16498.49,sh600519
1206,2006-11-28,-116.923,-117.96,-116.322,-117.967,28322.41,sh600519
1207,2006-11-29,-118.569,-116.758,-115.451,-119.372,26754.01,sh600519
1208,2006-11-30,-116.517,-114.248,-113.174,-116.517,21012.03,sh600519
1209,2006-12-01,-114.248,-113.309,-111.281,-114.248,40414.69,sh600519
1210,2006-12-04,-113.114,-113.234,-111.859,-114.211,26886.58,sh600519
1211,2006-12-05,-113.384,-112.498,-111.596,-113.46,38117.83,sh600519
1212,2006-12-06,-112.558,-113.287,-112.558,-114.887,37493.0,sh600519
1213,2006-12-07,-113.677,-112.904,-112.483,-113.677,21855.38,sh600519
1214,2006-12-08,-113.309,-113.272,-112.633,-114.061,22068.89,sh600519
1215,2006-12-11,-113.985,-110.83,-110.68,-113.985,26754.3,sh600519
1216,2006-12-12,-110.394,-111.191,-109.943,-111.506,11767.03,sh600519
1217,2006-12-13,-110.845,-111.581,-110.725,-112.062,33416.53,sh600519
1218,2006-12-14,-111.206,-107.269,-107.013,-111.581,37628.24,sh600519
1219,2006-12-15,-107.299,-105.698,-105.075,-108.028,23697.3,sh600519
1220,2006-12-18,-105.811,-100.236,-100.041,-105.811,35238.29,sh600519
1221,2006-12-19,-100.236,-101.671,-98.433,-102.13,38038.16,sh600519
1222,2006-12-20,-102.055,-101.814,-100.612,-102.408,25195.9,sh600519
1223,2006-12-21,-101.814,-102.806,-100.913,-103.167,30301.46,sh600519
1224,2006-12-22,-103.167,-104.421,-102.265,-105.06,30439.46,sh600519
1225,2006-12-25,-104.248,-102.633,-101.904,-104.248,24954.41,sh600519
1226,2006-12-27,-101.882,-100.928,-100.236,-101.889,19853.02,sh600519
1227,2006-12-28,-100.687,-100.928,-100.537,-102.415,29281.05,sh600519
1228,2006-12-29,-100.92,-99.162,-95.954,-101.619,82975.49,sh600519
1229,2007-01-04,-97.524,-100.657,-97.396,-100.913,44664.67,sh600519
1230,2007-01-05,-101.446,-100.334,-100.019,-102.566,27805.01,sh600519
1231,2007-01-08,-100.312,-101.393,-100.086,-102.13,48923.59,sh600519
1232,2007-01-09,-101.371,-98.441,-97.539,-101.589,28300.01,sh600519
1233,2007-01-10,-98.283,-98.306,-97.164,-99.335,28239.4,sh600519
1234,2007-01-11,-98.283,-96.037,-95.143,-98.659,37482.8,sh600519
1235,2007-01-12,-96.104,-92.303,-92.122,-97.532,36402.08,sh600519
1236,2007-01-15,-92.235,-90.312,-88.516,-92.235,30670.52,sh600519
1237,2007-01-16,-90.499,-91.724,-89.433,-92.813,35039.7,sh600519
1238,2007-01-17,-91.829,-91.431,-87.765,-93.009,25916.04,sh600519
1239,2007-01-18,-91.521,-86.097,-85.894,-92.272,30645.35,sh600519
1240,2007-01-19,-86.097,-82.994,-81.085,-86.097,22255.51,sh600519
1241,2007-01-22,-82.43,-80.101,-77.998,-82.505,25521.22,sh600519
1242,2007-01-23,-79.65,-86.052,-78.899,-86.938,41782.8,sh600519
1243,2007-01-24,-85.886,-82.671,-80.251,-85.886,19404.22,sh600519
1244,2007-01-25,-84.384,-83.73,-81.792,-85.285,44848.15,sh600519
1245,2007-01-26,-84.759,-83.339,-82.543,-91.521,35845.7,sh600519
1246,2007-01-29,-84.158,-84.391,-80.251,-85.436,18560.36,sh600519
1247,2007-01-30,-84.962,-82.693,-81.679,-85.15,26561.09,sh600519
1248,2007-01-31,-84.158,-87.592,-82.505,-88.516,33267.84,sh600519
1249,2007-02-01,-90.026,-86.262,-85.533,-90.394,25909.75,sh600519
1250,2007-02-02,-87.036,-89.267,-86.412,-90.019,14988.8,sh600519
1251,2007-02-05,-89.275,-92.272,-89.267,-92.483,19837.99,sh600519
1252,2007-02-06,-93.768,-93.212,-92.348,-97.907,39522.56,sh600519
1253,2007-02-07,-93.64,-91.919,-90.034,-93.768,17976.22,sh600519
1254,2007-02-08,-92.348,-93.054,-90.785,-94.902,18373.14,sh600519
1255,2007-02-09,-93.64,-94.399,-92.588,-95.278,12262.17,sh600519
1256,2007-02-12,-94.677,-92.272,-90.958,-95.127,12511.33,sh600519
1257,2007-02-13,-91.611,-90.169,-90.139,-92.272,18767.1,sh600519
1258,2007-02-14,-89.583,-90.349,-88.523,-91.521,15614.47,sh600519
1259,2007-02-15,-89.53,-87.607,-86.277,-90.011,16805.18,sh600519
1260,2007-02-16,-86.435,-89.891,-86.262,-90.349,25071.62,sh600519
1261,2007-02-26,-90.169,-92.257,-90.169,-93.016,15321.46,sh600519
1262,2007-02-27,-92.648,-99.305,-92.648,-99.545,31866.95,sh600519
1263,2007-03-01,-92.723,-92.723,-92.723,-95.368,44582.45,sh600519
1264,2007-03-02,-92.272,-91.679,-89.275,-93.054,34770.66,sh600519
1265,2007-03-05,-91.589,-93.85,-91.589,-93.925,21805.01,sh600519
1266,2007-03-06,-94.526,-89.943,-89.155,-95.278,24350.58,sh600519
1267,2007-03-07,-89.042,-88.922,-87.427,-90.011,26425.34,sh600519
1268,2007-03-08,-89.342,-88.929,-88.516,-90.695,13807.63,sh600519
1269,2007-03-09,-89.943,-90.011,-88.155,-90.695,16185.95,sh600519
1270,2007-03-12,-90.169,-90.169,-90.011,-91.048,19443.99,sh600519
1271,2007-03-13,-90.8,-91.213,-90.169,-93.009,19080.52,sh600519
1272,2007-03-14,-92.272,-93.009,-91.521,-93.55,21600.27,sh600519
1273,2007-03-15,-93.775,-91.957,-91.521,-93.775,20973.19,sh600519
1274,2007-03-16,-91.671,-91.814,-91.521,-93.7,14634.93,sh600519
1275,2007-03-19,-93.768,-91.987,-91.356,-93.925,25951.61,sh600519
1276,2007-03-20,-92.017,-94.068,-91.897,-94.188,21187.52,sh600519
1277,2007-03-21,-94.038,-94.526,-92.798,-96.315,28289.56,sh600519
1278,2007-03-22,-94.369,-94.158,-93.865,-96.029,31397.02,sh600519
1279,2007-03-23,-94.895,-93.783,-93.7,-95.879,30279.38,sh600519
1280,2007-03-26,-93.925,-94.511,-93.85,-94.752,22656.2,sh600519
1281,2007-03-27,-94.699,-95.436,-94.526,-96.142,37197.64,sh600519
1282,2007-03-28,-95.375,-95.21,-94.639,-96.78,34926.36,sh600519
1283,2007-03-29,-95.143,-92.746,-92.656,-95.819,49415.37,sh600519
1284,2007-03-30,-92.588,-94.151,-92.535,-95.127,30985.07,sh600519
1285,2007-04-02,-93.775,-94.609,-93.768,-96.104,28257.19,sh600519
1286,2007-04-03,-94.609,-93.865,-93.324,-95.946,42800.91,sh600519
1287,2007-04-04,-93.783,-92.017,-91.529,-93.783,40807.26,sh600519
1288,2007-04-05,-92.363,-93.52,-92.363,-93.985,37460.14,sh600519
1289,2007-04-06,-94.076,-94.526,-93.768,-94.902,27615.36,sh600519
1290,2007-04-09,-94.113,-93.775,-92.573,-95.353,62834.18,sh600519
1291,2007-04-10,-93.61,-94.233,-93.182,-94.451,63046.82,sh600519
1292,2007-04-11,-93.813,-94.617,-93.813,-95.353,53828.25,sh600519
1293,2007-04-12,-94.752,-90.89,-89.943,-95.293,76458.57,sh600519
1294,2007-04-13,-90.77,-87.802,-85.976,-92.272,84783.18,sh600519
1295,2007-04-16,-88.591,-88.719,-87.051,-89.643,37812.42,sh600519
1296,2007-04-17,-88.516,-91.003,-87.434,-92.272,44618.85,sh600519
1297,2007-04-18,-91.003,-92.581,-91.003,-93.399,48780.84,sh600519
1298,2007-04-19,-93.249,-95.428,-93.024,-96.48,39881.71,sh600519
1299,2007-04-20,-95.278,-94.098,-93.399,-95.353,41516.94,sh600519
1300,2007-04-23,-94.091,-93.339,-93.167,-95.278,47486.75,sh600519
1301,2007-04-24,-93.084,-94.166,-93.039,-94.895,39478.57,sh600519
1302,2007-04-25,-94.158,-93.031,-92.423,-94.827,37822.34,sh600519
1303,2007-04-26,-92.964,-92.017,-91.161,-93.775,33698.28,sh600519
1304,2007-04-27,-92.062,-94.692,-92.04,-94.812,26474.91,sh600519
1305,2007-04-30,-95.278,-93.46,-91.995,-95.616,43557.29,sh600519
1306,2007-05-08,-92.573,-92.648,-91.596,-93.377,46026.97,sh600519
1307,2007-05-09,-92.648,-96.029,-92.641,-97.607,151776.6,sh600519
1308,2007-05-14,-94.827,-94.233,-89.433,-95.894,131870.45,sh600519
1309,2007-05-15,-94.166,-96.833,-94.166,-96.886,71037.92,sh600519
1310,2007-05-16,-96.856,-94.842,-94.076,-97.006,50432.88,sh600519
1311,2007-05-17,-95.015,-90.755,-89.981,-95.03,95181.6,sh600519
1312,2007-05-18,-91.296,-91.198,-89.192,-92.272,51836.91,sh600519
1313,2007-05-21,-93.542,-92.55,-90.635,-94.429,41508.22,sh600519
1314,2007-05-22,-92.941,-93.895,-92.648,-94.384,59901.95,sh600519
1315,2007-05-23,-94.038,-92.295,-90.77,-94.046,40338.9,sh600519
1316,2007-05-24,-91.919,-90.492,-90.312,-92.543,55798.95,sh600519
1317,2007-05-25,-89.996,-85.218,-83.024,-89.996,83105.33,sh600519
1318,2007-05-28,-85.135,-82.272,-81.566,-85.15,55511.05,sh600519
1319,2007-05-29,-82.13,-83.091,-78.448,-83.783,42945.11,sh600519
1320,2007-05-30,-87.013,-88.538,-83.264,-90.169,72906.54,sh600519
1321,2007-06-01,-83.249,-82.175,-80.875,-83.858,69666.5,sh600519
1322,2007-06-04,-81.995,-85.789,-78.599,-87.389,56949.06,sh600519
1323,2007-06-05,-87.765,-85.458,-84.767,-93.723,52948.78,sh600519
1324,2007-06-06,-86.262,-85.879,-83.257,-88.493,31384.34,sh600519
1325,2007-06-07,-85.871,-85.766,-84.384,-86.878,53370.84,sh600519
1326,2007-06-08,-84.917,-84.827,-84.391,-86.262,35819.08,sh600519
1327,2007-06-11,-84.309,-76.795,-76.795,-84.789,54095.46,sh600519
1328,2007-06-12,-75.0,-74.669,-73.114,-78.704,44190.28,sh600519
1329,2007-06-13,-75.375,-75.09,-72.4,-76.495,38683.78,sh600519
1330,2007-06-14,-75.894,-71.115,-67.479,-76.277,34881.1,sh600519
1331,2007-06-15,-72.01,-70.575,-70.334,-72.137,14897.86,sh600519
1332,2007-06-18,-70.124,-69.763,-66.397,-71.153,21722.21,sh600519
1333,2007-06-19,-70.8,-72.438,-69.733,-73.49,27946.84,sh600519
1334,2007-06-20,-73.099,-72.415,-69.748,-74.091,19170.26,sh600519
